gene_name,789,66,151,405,115,1754,492,709,637,794,276,250,12,R29425B,R34914A,Rou7776B,Rou6223B,R9288,14501,21868
RP3-467L1.6,33,8,29,16,16,19,15,20,43,21,7,27,34,25,34,15,17,36,14,23
PER3,117,30,36,116,741,54,25,283,432,276,489,112,595,107,392,559,148,52,51,42
RP3-467L1.4,0,0,0,0,5,0,0,0,0,7,4,3,1,2,4,1,2,0,0,0
UTS2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF9,493,1120,282,171,160,290,396,159,176,174,298,272,505,587,1172,592,924,67,191,1019
RP5-892F13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARK7,10023,8926,9313,6369,6387,9326,9888,6368,6658,6652,6535,8360,8271,6529,10127,5415,12011,8866,5965,6181
Y_RNA,3,2,0,8,5,4,1,1,0,0,4,2,2,7,2,2,0,0,2,12
CTA-215D11.6,21,23,29,6,10,10,13,10,0,10,18,35,12,10,14,11,30,22,16,32
CTA-215D11.5,2,0,6,0,0,3,2,0,0,1,2,1,0,0,0,0,0,4,2,2
ERRFI1,52,32,101,48,46,120,38,303,152,64,74,110,92,63,84,42,136,134,96,175
RP11-431K24.1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CTA-215D11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-431K24.2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LINC01714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-431K24.4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
RNU6-991P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC45A1,4,14,13,0,0,21,4,38,4,2,4,12,6,4,8,2,18,13,2,12
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RERE,6644,5164,5549,3981,5110,9709,4529,2009,4217,4336,3281,5394,5563,3997,3813,6119,4353,6932,2414,5751
RERE-AS1,17,2,1,6,10,9,3,1,6,13,4,18,11,2,12,10,6,31,14,8
ENSG10010135148.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-1115A15.2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0
RPL7P11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
RPL7P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
RP4-633I8.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RP4-633I8.4,2,0,0,0,0,2,0,2,2,0,0,2,0,0,0,4,0,0,0,0
RPL23AP19,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENO1,178049,94383,76004,121370,145004,180502,130443,105393,111399,115101,106953,83162,113829,98465,155333,90563,178414,197955,119087,88643
MIR6728,0,3,1,0,2,3,0,2,0,0,0,4,2,13,4,0,0,10,3,1
ENO1-AS1,26,7,5,14,6,10,14,14,6,2,8,2,10,10,1,0,17,10,15,2
RNU6-304P,6,0,0,2,0,0,0,0,2,0,0,0,0,5,0,0,0,2,0,0
HMGN2P17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0
RP3-477M7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP3-477M7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0
RN7SL451P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC2A7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SLC2A5,2881,3359,3599,820,2711,1088,5427,2135,1283,2506,1867,764,1980,3826,2994,3533,1880,1830,792,1611
ENSG10010139882.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR157,1818,2187,303,933,1373,762,1237,1690,1470,511,912,237,1562,2032,3544,1148,2385,1478,731,569
MIR34AHG,1334,1095,1025,1281,717,1282,1389,696,2222,767,567,718,1875,1173,2078,1550,1881,2689,1674,1011
MIR34A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNCTAM34A,142,148,109,88,100,99,173,29,118,104,60,77,154,42,116,113,122,137,107,107
H6PD,3683,4063,2025,2355,2658,3513,3166,1834,1721,2152,2006,2417,2191,2033,2163,1980,4771,4696,1812,2770
SPSB1,295,476,237,233,128,348,186,335,143,183,683,56,79,651,606,407,540,492,248,44
CTD-2510L9.2,4,12,4,2,0,0,0,2,0,0,2,0,0,6,24,0,19,4,4,0
LINC02606,37,36,8,8,2,16,8,3,4,8,15,0,6,8,22,36,25,35,11,2
RNA5SP40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-392I16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A33,1023,487,919,530,479,955,725,656,426,687,1125,708,989,798,887,561,1044,1128,659,575
RP13-15M17.1,11,10,7,1,4,17,13,16,2,7,10,2,30,11,4,14,34,19,20,4
TMEM201,1660,536,938,566,813,832,927,641,425,522,883,788,921,1067,1739,719,1476,1619,717,702
PIK3CD,19463,11441,10599,9019,9557,15524,9215,10047,10487,6898,11728,6809,14212,13131,15911,11851,17066,19129,7268,8693
PIK3CD-AS1,128,198,159,82,161,157,106,58,124,105,105,105,132,166,183,107,357,151,100,122
RP11-558F24.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
PIK3CD-AS2,674,241,266,336,443,673,283,361,308,519,395,172,255,247,382,309,561,596,503,296
CLSTN1,5087,2878,3785,3379,4803,4976,5171,3081,3920,3903,3608,3795,3775,2943,3936,2841,4364,5674,3178,2503
MZT1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-84A14.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTNNBIP1,492,460,428,284,412,520,632,402,334,370,439,243,338,315,869,262,777,406,514,315
RP11-84A14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-84A14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LZIC,944,613,666,935,664,772,768,588,646,839,577,774,715,504,602,448,1354,1874,750,551
RP11-84A14.4,39,6,25,28,44,13,18,14,44,27,41,18,55,14,28,11,23,33,29,35
NMNAT1,581,533,478,355,296,505,538,301,313,377,383,407,401,257,531,312,681,417,518,382
RN7SKP269,19,0,3,0,2,7,13,2,0,2,3,10,1,0,7,0,2,7,6,2
TMEM274P,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,3,0
MIR5697,1,0,0,0,4,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0
RP11-807G9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBP7,6,0,0,0,0,27,2,10,10,4,8,0,0,4,14,0,6,0,0,8
UBE4B,2935,1661,2653,1992,2400,2936,2928,1973,2122,1890,1631,2299,2209,1630,2849,1987,2991,2884,2042,2117
RP11-496H15.2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,3
PGAM1P11,1,0,0,4,4,0,0,0,6,0,0,0,5,4,4,0,2,8,0,0
RNU6-828P,0,0,4,0,0,2,0,0,1,2,0,0,0,4,1,0,4,0,2,0
KIF1B,1350,1797,2219,852,1330,1762,2137,564,823,918,1094,880,1309,1041,1536,1395,2359,972,827,1903
ENSG00000264881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-37P,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,2
RN7SL731P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-736L20.4,10,0,2,0,2,0,2,2,0,4,0,0,0,2,0,5,2,1,0,4
RP4-736L20.5,4,2,6,13,4,5,16,4,2,8,12,6,7,6,2,4,9,2,4,6
PGD,6789,5563,6606,4697,4354,5549,6624,4810,3285,3652,4867,5085,5942,3882,8411,4426,12487,6952,5376,5182
RP4-736L20.3,2,0,0,0,5,0,0,0,0,0,0,0,4,0,1,1,0,0,0,1
CENPS-CORT,2,2,4,0,1,0,13,0,0,0,0,0,0,0,0,0,5,0,2,0
CENPS,27,32,23,26,21,51,66,21,25,43,12,37,56,22,47,3,76,26,30,34
CORT,6,0,0,6,1,1,0,2,0,1,2,6,6,1,0,4,16,4,0,2
DFFA,4100,2127,2573,1829,2097,2396,3065,1581,1657,1830,1860,2098,2779,1684,3073,1608,4730,3188,2482,1912
RP5-1113E3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEX14,1203,758,737,603,802,973,944,640,660,770,841,798,878,669,1115,779,1102,876,638,660
RP4-734G22.4,12,0,0,2,11,14,6,4,1,2,8,2,4,4,22,8,8,10,2,12
RN7SL614P,0,0,0,0,6,4,0,6,1,4,0,0,0,0,0,1,0,1,0,4
CASZ1,532,134,261,202,308,395,324,340,254,293,549,288,456,227,309,190,340,392,161,166
RP4-734G22.3,60,26,12,35,26,35,17,24,52,19,73,26,32,45,29,21,27,31,8,22
HSPE1P24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf127,44,33,24,50,56,10,45,49,21,39,5,43,19,8,47,17,117,54,78,28
CFL1P6,0,0,8,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TARDBP,9122,3639,7735,6959,6296,9377,9167,4852,6477,6657,4965,7354,7675,5945,7206,6855,10342,12114,6768,6858
MASP2,186,51,109,162,190,225,138,144,142,83,69,76,250,73,100,146,131,265,110,103
SRM,4227,2434,3920,1850,2004,2875,5150,2005,1524,2541,2670,4708,3277,2191,3351,1837,5858,2910,2406,2526
EXOSC10,3436,1584,2199,2060,2418,3397,2941,1475,1528,1915,1867,2206,2513,2068,2487,2274,3523,3591,2110,2325
RP4-635E18.7,30,2,0,6,8,18,14,20,1,3,10,6,4,7,17,10,10,26,19,9
EXOSC10-AS1,0,10,10,5,0,6,3,0,2,6,0,3,6,1,2,1,11,11,0,4
MTOR,3595,2417,3777,1802,1400,2728,3819,1390,1133,1558,1762,3348,2692,1802,2306,2128,4274,3108,1803,2816
MTOR-AS1,0,2,1,0,4,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0
RNU6-537P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
ANGPTL7,4,0,2,0,2,0,1,0,0,2,0,0,2,0,0,4,2,0,2,0
RNU6-291P,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0
RPL39P6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBIAD1,1496,505,822,576,601,1064,1144,549,418,626,746,1056,1006,567,795,703,1339,994,676,909
UBE2V2P3,23,0,0,2,3,6,2,2,0,2,0,6,10,0,2,4,0,6,1,4
RP4-796F18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTCYBP45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DISP3,6,3,0,4,6,0,3,0,2,6,0,2,1,3,6,5,16,4,4,10
RP11-149P14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
RP3-330O12.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0
FBXO2,34,223,69,51,51,44,68,49,90,124,51,76,30,39,81,29,98,27,20,46
FBXO44,1096,1253,765,736,1161,983,976,508,1268,859,680,509,1383,953,1744,691,1332,771,799,551
FBXO6,1418,2698,1522,855,833,914,1777,593,694,1135,1054,1954,1198,1017,1290,669,1514,754,538,738
MAD2L2,1665,2116,1246,999,1392,1353,1347,947,794,1119,1281,1005,1392,1543,2052,1034,2263,1526,908,1159
DRAXIN,10,12,7,8,23,17,2,2,4,4,8,4,20,16,38,23,16,24,10,22
AGTRAP,304,148,271,207,129,192,247,151,228,190,223,142,286,279,186,189,185,192,191,217
C1orf167,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,4,6,0,0,0
C1orf167-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTHFR,2010,948,898,1265,938,1341,1252,1119,1104,886,766,770,1104,723,1505,1012,2264,1925,1113,1164
CLCN6,3172,789,1282,2278,2176,2564,1265,2222,1719,1384,1598,1022,1911,1849,2555,1895,2137,2905,1537,1608
ENSG10010138681.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG10010135835.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPPA,18,0,4,23,4,23,6,16,9,14,2,3,5,15,0,4,17,31,11,11
ENSG10010134403.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPPB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SBF1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
RP5-934G17.7,30,21,7,19,37,26,6,10,16,27,29,12,21,9,18,34,32,71,143,12
RNU5E-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU5E-4P,2,3,0,0,8,7,0,2,2,0,3,0,2,0,0,1,1,14,6,4
KIAA2013,3794,2629,2372,2191,2715,3399,2732,2555,2296,2757,2300,1889,2819,1979,4075,2353,3702,4433,2623,1998
PLOD1,3228,1869,2982,1902,2361,3554,3728,3038,2148,2391,2400,1885,2666,1719,3257,2167,3750,3354,3346,2277
RP5-1077B9.6,0,0,2,0,5,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0
MFN2,6230,4563,4455,3085,3567,4457,4814,2633,2926,3057,3278,3833,4690,3172,5718,3610,8024,5334,3040,3601
RP5-1077B9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MIIP,2233,1613,1204,1208,1623,2040,1562,1373,1495,1289,1579,1030,2141,2132,3362,1776,3614,2375,1422,1271
Y_RNA,4,0,4,2,5,5,2,1,2,2,6,0,16,7,5,3,11,13,6,4
MIR6729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL649P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF8,5285,6278,5740,2937,4655,10475,7164,5996,3780,2936,6063,4110,5173,5709,9754,3847,15302,9540,5353,4077
RNU6-777P,0,0,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2
RPL23AP89,0,0,0,0,0,2,0,0,0,0,4,6,0,6,0,0,0,0,0,2
RP11-426M1.3,6,4,7,5,13,22,1,11,4,0,1,0,14,8,9,4,16,22,4,16
MIR7846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
TNFRSF1B,6280,6757,2756,6303,14476,6206,10889,4735,8844,7345,6899,5390,6354,5498,9826,4420,7719,6212,4958,3740
MIR4632,4,0,0,1,6,0,2,0,0,0,4,0,0,1,0,0,0,0,0,0
RPL10P17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPS13D,2218,1327,1521,1654,2235,2648,1974,1231,1479,1159,1043,1404,1679,1265,1661,1762,2072,2997,1458,2145
SNORA59A,0,0,0,3,9,8,0,6,7,4,9,0,1,10,11,0,3,3,4,1
LINC02766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHRS3,29,338,41,33,426,16,721,0,64,82,13,89,78,223,108,58,199,76,93,39
RNU6ATAC18P,0,0,0,0,1,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0
MIR6730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-474O21.5,0,0,0,2,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0
AADACL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-474O21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AADACL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF12,0,0,6,0,0,0,0,2,0,0,0,12,0,0,0,2,0,0,0,0
PRAMEF1,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0
LINC01784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PRAMEF30P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
HNRNPCL1,1,1,0,0,3,1,2,0,2,1,0,3,1,4,0,1,1,0,2,1
PRAMEF2,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
PRAMEF7,2,0,2,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0
RNU6-1072P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF29P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF6,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF28P,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF35P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-221M14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF31P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF32P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-771P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RP11-219C24.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC38,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
RP4-597A16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRWD1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
RNA5SP41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTA-520D8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG10010140100.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDM2,6380,3887,4281,4813,5260,8073,5454,3847,4247,3469,4756,3587,5284,4187,6039,5295,8000,7337,4566,4376
KAZN,114,530,322,93,114,31,132,96,122,148,208,218,46,63,184,102,231,190,215,35
RNU6-1265P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-344F13.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZN-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBCAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
RP5-864I18.1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
TMEM51-AS1,11,7,0,5,0,8,12,7,47,6,2,4,22,0,2,0,4,0,3,15
TMEM51,365,369,34,230,81,133,409,283,1054,271,66,184,382,50,267,26,141,26,63,430
C1orf195,0,0,0,0,0,0,0,0,10,0,2,0,0,0,4,0,0,0,0,2
MFFP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
ZBTB2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHAD1,7,8,2,21,8,0,56,10,24,6,4,10,38,0,27,10,4,8,18,2
FHAD1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
RP3-467K16.7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
RP3-467K16.4,2,0,2,0,6,0,18,0,2,2,4,4,6,8,20,2,2,4,2,6
EFHD2,4806,5439,5574,3473,3253,5249,7965,2756,4060,5019,2905,5657,4272,3565,4919,2786,7468,5826,3297,4561
CTRC,0,4,6,0,0,4,0,0,2,0,0,0,6,2,0,0,0,0,0,0
CELA2A,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,0
CELA2B,0,0,2,1,4,3,1,2,3,1,3,2,2,1,12,9,10,7,9,1
CASP9,386,296,359,305,401,433,474,294,252,335,319,292,484,329,482,356,539,397,260,408
DNAJC16,1275,710,1027,829,1003,1096,1189,637,843,814,636,572,1159,656,995,879,1276,1291,810,909
SCARNA21B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-680D5.8,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,3,5,0,0
AGMAT,240,546,323,65,192,236,260,192,243,221,222,216,314,144,337,339,661,403,350,664
RP4-680D5.2,10,14,12,16,8,14,8,25,16,10,16,0,30,10,30,25,56,44,19,24
CHCHD2P6,7,7,9,2,2,2,4,2,6,6,5,1,4,5,4,2,17,2,5,10
RNU7-179P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD24P1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DDI2,3120,1887,3285,1803,2276,3237,3213,1629,1586,2030,1298,2466,2695,1520,2153,2711,4483,4399,1873,3125
RSC1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-680D5.9,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,4,0,2,0
PLEKHM2,5733,3474,3245,2957,3565,4445,3503,2527,3070,2666,3311,2665,3931,3299,5540,3339,5246,4935,2942,2998
RP11-288I21.1,23,15,19,54,38,33,15,10,21,12,20,14,44,22,37,49,23,69,20,44
SLC25A34,64,15,31,18,20,43,26,6,8,20,26,14,26,39,31,29,38,25,18,54
SLC25A34-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBLIM1,0,0,7,6,2,2,4,2,0,8,0,6,1,0,0,0,19,4,4,0
RPL12P14,0,2,8,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,4
UQCRHL,167,91,131,95,272,100,174,231,143,157,162,78,185,150,244,124,197,233,155,116
RP11-169K16.8,11,17,0,6,13,3,14,8,14,13,16,9,8,1,4,1,16,21,0,6
FLJ37453,154,98,71,121,122,92,105,73,106,121,75,65,67,72,107,63,224,291,108,93
SPEN,7398,3627,4029,4394,6407,6631,5441,3934,2812,3116,3490,3696,5411,3522,4738,5032,6631,9460,4276,5478
RP1-134O19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
ZBTB17,1156,1232,916,839,1518,1122,1363,839,903,1088,816,927,1168,1158,1631,1110,1722,1515,1069,918
RP11-5P18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
RP11-5P18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-5P18.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D3P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRARP,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,3,0,0
RP11-5P18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPB7,16,21,0,2,12,10,12,5,11,4,8,0,7,10,23,6,22,20,20,1
CLCNKA,38,53,0,28,35,6,14,11,16,19,5,0,30,35,44,13,79,29,33,12
RP11-5P18.10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,2,2,0,0
CLCNKB,0,0,0,0,2,0,0,0,4,0,0,0,0,0,2,0,2,1,0,0
FAM131C,4,0,0,4,14,2,4,4,2,5,9,0,8,36,18,41,40,4,10,4
EPHA2,39,18,104,16,6,12,47,2,14,22,0,35,142,6,10,16,20,24,22,70
RP11-276H7.2,4,0,0,2,4,0,0,0,2,2,0,4,6,0,10,0,2,3,2,0
RP11-276H7.3,3,0,0,0,1,0,0,2,0,0,0,2,2,0,0,0,0,0,2,0
ARHGEF19-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF19,84,94,67,44,99,145,33,71,130,78,189,136,204,57,92,89,57,44,98,144
ANO7L1,17,63,39,16,38,85,13,22,41,37,67,34,62,34,17,34,20,24,23,20
RP4-733M16.8,192,156,140,135,181,125,234,125,95,158,176,124,132,107,119,64,173,191,106,94
CPLANE2,171,148,80,85,87,107,133,78,94,108,128,101,86,56,118,96,126,106,92,102
MT1XP1,2,8,0,0,4,0,0,2,4,0,0,2,20,0,25,4,4,0,0,0
